,Dates,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018
MMC US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,13.7671,15.0462,15.338,16.1981,16.9814,17.2392,18.6275,20.4586,25.985,28.0888,27.5102,32.4306,33.8621,28.0546,33.2461,42.5261,43.577,39.6648,55.7638,64.5998,61.4217,78.4407,69.4415,56.6531,60.538,58.2639,65.069,68.6188,59.0699,51.223,57.2407,53.1168,64.0188,60.0264,61.1647,59.134,58.3508,59.282,42.9361,39.9228,36.5588,40.3553,42.4196,39.4224,36.3139,38.26,41.9293,40.3061,42.7666,35.5297,37.1506,34.4254,37.8329,45.5978,35.0935,29.5729,29.6954,36.8714,33.1917,37.046,34.4921,37.2161,42.5571,46.7517,49.2611,42.226,50.6967,52.9366,52.3869,55.5413,56.8028,62.9831,66.626,73.1293,81.6854,83.729,88.469,89.8412,98.7894,97.2789,98.8199,91.5132,97.7402,107.8005,122.0216,120.475,121.7042,133.7177,141.7368,153.102,149.3513,152.232,151.792,153.9272,149.1603
PLD US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.2675,24.6145,25.3538,27.1131,23.4767,22.5208,25.5055,23.3484,22.7604,24.5441,26.9438,28.9909,31.4031,29.928,31.8445,30.7579,33.6862,35.6297,40.764,38.5234,37.5535,38.775,39.2255,43.5296,47.6832,53.9047,51.4198,54.9686,61.2985,57.3678,66.6877,69.64,77.7152,85.776,80.6033,88.6738,95.8211,96.1154,87.7356,99.498,97.3948,92.0817,86.049,78.1647,40.9438,25.1746,33.4683,41.4456,47.2655,50.9099,44.3125,50.0625,61.142,69.93,70.2287,48.0039,57.1768,72.6363,67.6016,71.8167,75.408,83.2102,79.0697,79.4559,78.6454,87.615,88.8752,82.2368,94.6135,96.5845,83.0189,87.9701,97.9986,101.8765,114.0357,125.5199,124.7745,123.7182,140.912,153.5236,157.1045,154.5675,162.3975,168.7856,147.3436
LRCX US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,21.3333,19.9167,15.25,11.6667,8.6667,8.875,9.375,11.25,12.3542,15.5,9.75,9.375,6.375,3.3333,5.9375,9.6667,15.5625,20.3333,37.1875,45.0625,37.5,20.9375,14.5,23.75,29.65,16.95,23.22,29.32,17.98,8.9,10.8,11.389,18.26,22.23,32.3,25.12,26.8,21.88,28.91,28.86,28.95,30.47,35.68,43,46.72,45.33,50.62,47.34,51.4,53.26,43.23,38.22,36.15,31.49,21.28,22.77,26,34.16,39.21,37.32,38.06,41.85,51.78,56.66,44.28,37.98,37.02,44.62,37.74,31.78,36.13,41.46,44.34,51.2,54.45,55,67.767,75.0941,79.9329,70.9175,82.4401,66.4902,81.1418,84.7281,86.5399,97.8177,109.6735,133.6538,147.6763,193.7188,193.237,213.7905,182.8858,161.644,146.1622
AYI US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.075,13.911,15.448,10.511,11.743,11.79,16.091,16.129,23.205,21.606,24.583,21.778,29.308,25.015,23.939,27.806,29.961,37.843,36.951,43.269,49.751,52.184,57.923,48.622,52.22,49.996,56.124,48.912,41.059,26.626,33.31,38.426,42.679,50.717,43.838,53.479,69.896,71.057,67.917,43.991,64.877,77.085,62.611,78.007,83.653,85.82,93.63,114.262,135.924,164.993,172.244,146.821,174.893,210.148,225.093,219.737,292.79,273.353,310.879,331.904,289.734,256.185,255.471,215.392,221.503,175.316,146.089,198.394,145.222
ES US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,23.3837,25.8277,26.1639,21.7186,15.1507,14.2901,15.4719,9.4746,11.4296,11.6552,14.2118,17.2196,20.3778,20.1522,19.2499,16.6933,21.5057,22.1073,24.8594,26.127,26.5513,26.615,29.87,21.5097,25.8164,23.4542,22.2307,25.2226,24.0238,21.753,19.7114,18.2654,22.149,23.9179,27.1278,25.2803,26.5986,26.7192,26.2061,27.021,29.4913,28.4564,28.3513,28.3717,30.294,34.387,41.8924,49.0653,42.7202,43.3436,47.7992,37.7539,39.5801,40.0742,37.9361,34.4066,35.963,38.6463,42.3989,45.8957,42.729,50.0313,54.3827,59.5057,60.961,58.7914,63.5029,65.8942,69.5516,69.1339,71.3074,80.0055,78.0358,77.3081,80.1574,86.8052,90.9663,85.9882,104.6736,99.602,90.2939,101.5771,103.3558,119.0364,123.2119,112.3684,115.5066,123.9264,128.9857,129.4008,136.2613,128.1855,128.65,135.9644,145.0119
NVDA US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.7604,1.5938,1.6042,3.9115,7.0404,10.5938,13.6458,5.4609,10.8203,15.4583,9.1567,22.3,14.7867,5.7267,2.8533,3.8367,4.2933,7.6367,5.3233,7.7333,8.8,6.8233,4.84,7.8533,7.92,8.9067,11.4267,12.1867,19.0867,14.1933,19.7267,24.6733,19.1867,27.54,36.24,34.02,19.79,18.72,10.71,8.07,9.86,11.29,15.03,18.68,17.4,10.21,11.682,15.4,18.46,15.935,12.51,13.86,15.395,13.82,13.34,12.34,12.992,14.2888,15.9152,16.4759,18.5032,19.2433,19.234,20.9907,21.9902,21.2317,26.1349,35.075,38.0553,50.3372,73.5038,114.6743,117.175,155.662,192.665,208.6855,249.9194,255.8046,303.6088,144.3776
OKE US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,4.8211,5.3082,5.2857,5.6232,5.9241,6.5913,7.2701,6.3654,7.9614,8.1394,10.1613,10.344,10.2006,8.7719,9.4049,6.5088,8.4412,8.139,6.8167,6.8635,7.2112,11.1764,13.6325,11.6612,11.3154,9.5922,10.4268,12.2956,13.0403,11.3252,11.6002,11.1907,12.084,12.5168,13.826,14.2393,14.0213,16.7727,18.4904,20.233,21.6434,22.7349,17.9755,21.9864,23.4202,26.2255,30.1542,31.719,35.7897,33.8903,32.2411,32.4085,35.735,25.3997,21.7966,17.1591,22.7133,28.5669,35.17,36.3832,34.7808,36.5746,45.4794,55.3171,61.6784,55.4587,73.3294,69.5698,72.6091,83.5271,74.4355,83.6318,72.9873,94.882,111.3923,122.0655,141.5152,137.4722,105.4702,103.6529,85.8942,71.1736,55.5148,68.9501,111.4622,122.3673,138.4349,135.1813,128.6591,138.5665,135.5564,146.2047,181.7467,178.5933,144.0752
RCL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,11.0926,12.3006,11.2188,12.4976,14.6798,13.7858,12.1689,15.9507,18.3439,23.0545,28.1826,37.3052,42.233,28.3106,39.5517,41.8029,47.0021,48.4619,53.2266,30.3204,20.1269,28.1636,29.1059,25.4819,24.5916,12.0076,18.2764,25.5977,22.2634,18.333,19.3629,17.5966,27.281,33.2521,41.3122,52.5209,51.8685,52.257,65.4074,53.8393,58.4256,52.377,54.8064,51.2815,46.8677,47.7393,51.0915,52.247,53.4523,48.7278,53.1681,41.3992,28.424,26.3915,17.4883,10.1877,17.2212,30.6268,32.1531,41.9593,28.9607,40.1023,59.7783,52.4777,47.8735,27.6393,31.7655,37.876,33.643,39.196,44.2673,43.3986,43.6946,50.4876,62.906,72.7243,74.4675,90.5199,111.3058,110.9614,107.1058,121.7315,138.8441,113.3017,93.0739,104.5558,115.1119,138.352,154.7042,168.7571,170.6357,169.249,149.7633,188.8353,143.0891
ALL US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,15.0159,18.0445,21.0801,21.632,23.6209,25.616,30.2094,31.1063,38.3748,42.3877,47.8635,48.7651,48.7023,44.3003,41.2299,39.8485,38.7215,27.0299,26.2241,26.1681,24.6061,38.6575,48.6795,47.0877,49.5985,42.3455,38.4256,43.3247,42.6503,41.2333,43.1384,38.9659,42.1516,43.4719,51.4994,54.755,56.4248,58.5118,63.4058,66.6672,74.0877,68.9412,67.7999,65.763,69.5089,80.1543,83.6527,77.6621,80.027,74.9212,68.9254,63.9791,61.1843,62.4604,45.114,26.7134,34.3107,43.3523,42.8234,46.3509,41.4943,45.8928,46.689,46.8473,45.3081,35.4379,41.343,50.0031,53.6473,60.9146,62.1103,76.2876,75.1959,79.4068,86.0676,89.7479,93.5906,98.2594,112.9432,114.9037,105.1971,94.9278,101.6894,110.9022,115.7127,114.9884,123.7638,136.6923,148.9817,155.4578,177.7506,161.736,156.4725,169.9886,143.0515
ANSS US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.2813,2.9063,3.375,2.0313,1.9688,2.6563,1.8125,2.5,2.4688,1.8125,2.75,1.7188,2.4844,2.4688,2.75,2.6875,2.8438,3,2.8125,3.1563,4.68,4.4625,6.1625,6.775,5.025,4.3075,5.05,5.9875,7.8153,8.885,9.925,9.935,11.75,12.4325,16.03,17.105,17.82,19.245,21.345,27.075,23.91,22.09,21.745,25.385,26.5,34.17,41.46,34.52,47.12,37.87,27.89,25.1,31.16,37.42,43.46,43.185,40.57,42.25,52.07,54.19,54.67,49.04,57.28,65.02,63.11,73.4,67.34,81.42,73.1,86.52,87.2,77.02,75.82,75.67,82,88.19,91.24,88.14,92.5,89.46,90.75,92.61,92.49,106.87,121.68,122.73,147.59,156.69,174.18,186.68,142.94
DIS US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,18.3134,18.9627,19.5197,21.1774,20.8835,21.0478,23.2511,24.3321,26.8427,27.0145,33.2219,35.8708,35.3553,25.6535,30.3931,31.5329,31.2163,26.3407,29.8816,42.1407,39.6506,39.0759,29.7598,29.4127,29.711,19.1491,21.5155,23.9661,19.6256,15.7213,17.1471,17.8936,20.7637,21.2053,24.7573,26.5188,27.0494,23.9296,29.761,30.7567,26.9562,25.8322,25.9375,30.1792,32.4624,33.4471,37.4166,37.5913,37.7769,38.0535,36.1005,35.094,34.8927,34.3223,25.7647,20.6208,26.4914,31.181,37.0296,40.0838,36.1684,38.0056,43.5381,50.0148,45.3139,35.0069,44.2692,51.6828,57.2549,61.7172,59.6763,68.0782,75.689,77.2951,92.7009,97.154,104.0337,108.0257,115.7191,128.8648,140.2291,126.2798,130.6706,123.4954,121.6426,116.3078,131.5211,143.0933,134.0829,125.3299,137.7986,128.7367,134.3379,151.0869,142.7815
SO US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,14.0307,14.9452,15.865,15.5776,16.2996,15.0993,15.3993,14.592,15.3526,16.0697,18.6936,20.2752,20.5315,22.1091,22.0869,17.9348,20.6418,20.3129,18.7718,17.6079,19.116,26.9515,27.9282,29.8205,32.9282,34.4442,36.9203,39.1049,40.931,43.527,43.4323,44.0404,48.8321,46.5616,48.5485,49.5205,47.9059,49.8745,56.4005,54.1286,59.6354,62.1623,60.6721,58.2151,57.624,62.6765,67.7625,68.0951,64.3914,68.9131,74.437,69.1623,68.5937,74.9135,74.4181,62.3499,64.4106,66.3641,70.785,71.4097,72.6095,82.291,85.4952,86.2585,92.508,98.2205,108.4781,106.4145,110.8484,111.4938,104.662,115.9809,110.2565,104.0634,105.1753,113.8107,118.9052,115.7593,131.7111,120.0963,115.0691,124.2014,131.6155,147.1541,154.2622,149.1395,144.6913,148.1265,144.1332,149.7166,148.1848,139.4325,146.6141,139.7977,142.6257
WM US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,15.5,19.5,18.875,25.5,29.625,31.5,31.875,35.5,38.625,39.875,39.25,44.5625,49.375,48.0725,46.6453,44.3943,53.7734,19.2685,17.204,13.7007,19.0183,17.464,27.7922,24.7375,30.8668,26.7908,31.9706,27.3018,26.0995,23.3742,22.9733,21.2293,24.146,26.2409,29.6802,30.4592,31.1328,27.9575,30.8095,29.8887,29.5586,30.115,32.1582,37.6481,38.4953,39.6062,39.9419,37.6435,42.9846,41.8111,36.4515,37.7543,42.7283,35.9537,38.1977,29.8727,33.2046,35.5046,40.6107,41.7458,38.3043,44.1591,45.9722,46.9821,47.3041,41.764,42.4255,45.811,44.2479,42.9429,45.6654,53.5959,55.6178,57.3912,62.9499,59.5589,63.8619,68.4019,74.4196,79.1949,68.2165,73.8755,79.7251,88.7662,100.3744,97.1903,108.7266,112.4668,113.7857,122.0962,135.3181,132.6194,128.9522,143.9771,142.5053
V US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.59,20.3275,15.3693,13.1578,13.9746,15.6741,17.4252,22.0865,23.0224,17.9195,18.8404,17.8914,18.7534,21.504,21.9156,26.0189,30.2974,31.8024,34.6008,39.1507,43.9605,47.388,49.6449,57.9647,56.2897,55.0514,55.8519,68.7644,68.7414,70.6933,73.4554,81.9194,80.9461,78.6434,87.8397,83.0396,94.7659,100.1815,112.6033,122.2119,128.4344,142.4397,161.6511,142.3536
SCG US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,23.1161,25.183,30.4479,29.6513,30.7538,29.1016,30.0672,28.9439,28.7384,29.4798,35.6975,37.3828,36.4867,41.5958,40.4354,27.6375,30.2399,31.6432,35.5197,32.8681,32.6557,42.24,40.8212,37.9011,40.0706,36.2051,40.1417,44.6319,45.5204,38.8361,46.7115,45.6654,52.8461,53.3254,53.8749,56.1729,58.3848,60.5348,64.4939,63.1994,71.2821,71.1519,66.9819,67.453,67.0569,70.7254,72.072,77.4162,69.4357,71.0559,78.0938,68.6154,70.2113,74.7386,69.2721,61.1401,65.2603,71.1075,77.7681,78.581,75.7504,86.4304,88.0569,86.4108,87.475,90.984,102.4859,104.8936,111.1787,113.3246,108.3086,122.6693,118.9333,112.747,116.1508,128.388,135.9928,126.6651,155.6273,143.1377,133.2778,149.61,162.3443,189.9063,206.4861,199.0848,203.1951,182.839,189.1752,138.3072,115.1036,110.3518,113.2025,115.0353,141.7047
PCAR US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,4.6696,4.694,4.5324,5.2702,5.3241,5.9809,7.6222,7.5093,10.4846,12.6835,12.2531,13.9362,12.2575,9.6967,10.0881,10.154,13.2058,12.6325,11.4577,13.0148,10.4001,9.7811,13.3949,12.2612,14.1542,13.5804,18.3229,20.5333,18.7597,14.3537,19.9731,21.8589,29.5635,32.5492,37.8978,37.5348,38.9809,46.6198,55.8146,50.3432,47.4399,47.506,49.9951,51.081,59.9373,62.4438,73.4338,83.281,99.043,97.3146,95.399,79.127,73.8151,67.6756,51.1846,46.4044,58.7839,68.5294,66.0632,79.1377,72.9522,88.2836,105.9311,96.9518,94.8266,63.0722,71.5419,89.7761,75.5163,77.491,89.538,100.5505,107.1167,111.5075,120.8128,138.1634,129.1816,117.3529,142.8602,133.0947,134.9524,110.7567,104.1294,120.7359,114.9977,130.8593,144.128,152.1005,150.0646,165.0104,165.5066,154.6383,145.4412,160.7661,140.0846
PKG US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.5,10.125,11.0625,16.125,13.2,15.53,15.45,18.15,19.79,19.89,17.51,18.24,18.01,18.43,19.42,22.0143,22.8769,24.3931,25.1334,24.3487,25.3662,22.2417,20.7535,24.8082,24.5214,24.3559,25.9439,24.9899,27.8734,29.1986,33.8633,33.2002,26.6391,25.9904,28.3355,16.8556,16.5364,20.7586,26.3265,29.8996,32.1762,28.9829,30.6881,34.4175,38.7608,37.8165,31.7237,34.6487,40.9562,39.4489,51.0925,54.5182,64.0553,70.4761,82.7797,92.3486,103.2654,105.5035,94.7277,116.4437,117.4798,94.6494,91.8851,97.1288,93.9699,104.9967,128.4915,135.0974,146.9272,179.6956,186.0096,196.5564,184.7338,184.4407,182.2327,139.828
LNT US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,14.8049,15.3879,16.3685,16.7601,18.1502,16.3312,16.0442,15.8953,16.5251,17.2382,20.2921,20.9554,20.5188,20.5807,21.0383,17.6614,19.1446,19.005,19.2234,21.6329,18.786,21.6208,23.841,24.1805,22.5083,24.5946,24.2652,24.5595,21.2582,16.3531,14.4888,14.2884,17.1609,20.089,22.9803,24.2868,24.5429,23.6396,27.4465,25.9386,27.5352,28.7542,27.959,31.6878,34.8562,36.6012,38.9775,46.6558,40.7275,40.5132,43.3671,37.6712,37.2095,35.3659,32.419,27.7802,29.8866,32.3145,35.6046,39.6316,38.2622,44.3083,45.3079,48.5172,51.22,49.246,56.7403,56.3139,59.8341,57.5179,58.802,67.8902,68.8318,68.2462,71.7052,79.7383,86.1693,79.136,95.6614,91.4569,84.5326,86.44,93.1484,111.8388,120.561,117.2061,116.841,123.1879,125.9263,131.3229,135.5903,131.1327,136.8749,138.7736,138.7909
ADSK US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,10.7818,10.9851,8.6138,9.5136,7.54,6.5446,7.1006,7.8768,9.7521,11.5669,9.4434,11.024,9.8877,6.7311,10.9734,10.4087,7.6244,5.6534,8.7474,11.8157,9.0198,6.6101,7.0349,7.9991,9.7846,8.424,9.8098,12.3091,6.9955,6.706,7.6025,8.1128,8.607,9.0818,13.1546,16.8848,22.9488,26.0852,40.7289,31.9557,36.8736,49.8664,46.0974,41.362,37.0025,37.3461,43.4452,40.3742,50.5536,53.6568,53.4313,33.8026,36.3045,36.0254,21.0998,18.0503,20.3804,25.556,27.2848,31.5477,26.1573,34.3288,41.0184,47.3645,41.4479,29.8404,32.5678,45.4424,37.5716,35.8106,37.9582,44.2935,36.4441,44.2076,54.0316,52.8085,60.5398,59.1653,64.4913,62.9665,53.7696,47.3967,65.4255,62.6122,58.1345,77.6666,79.4705,92.8498,108.2586,120.5426,112.5645,134.8454,140.7619,167.6279,138.099
AGN US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,19.5,20.5,24.5,20,18.938,18.75,22.469,17.875,21.125,29.875,32.438,36,46.688,51.75,62.875,44.125,35.063,30.563,35.813,39.688,53.75,65,51.188,52.6,61.64,54.71,31.39,27.09,25.27,24.51,28.27,28.77,40.37,41.69,46,42.79,26.9,29.46,32.81,30.73,29.56,36.61,32.51,28.74,23.28,26.17,26.03,26.43,32.53,32.4,27.14,29.32,27.17,28.5,26.57,31.11,33.69,36.64,39.61,41.77,40.57,42.31,51.65,56.01,68.73,68.25,60.34,67.06,73.99,85.16,86,92.11,126.22,144,168,205.85,223.05,241.28,257.41,297.62,303.46,271.81,312.5,268.03,231.09,230.31,210.01,239.602,244.543,206.808,165.724,171.264,170.428,195.478,137.764
PXD US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,42.05,29.035,24.96,23.957,14.152,8.805,7.799,11.07,10.692,8.994,10.567,12.847,14.277,19.812,15.8,17.158,14.32,19.382,22.431,26.215,24.404,25.41,25.259,26.265,25.621,32.132,32.608,35.414,34.911,35.538,43.36,42.71,55.864,52.151,45.137,47.341,40.039,40.622,44.26,50.009,46.326,50.301,50.735,80.854,54.151,16.759,17.097,26.471,37.713,50.059,58.572,61.827,67.672,90.347,106.102,93.245,68.509,93.206,116.281,91.918,108.831,111.114,129.565,150.942,196.918,191.985,195.229,239.743,205.525,155.315,170.654,144.749,126.998,130.903,146.981,157.916,193.925,188.096,194.572,166.728,154.191,180.642,179.695,197.96,182.386,137.708
MCK US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,23.668,22.914,25.903,26.35,24.621,24.635,29.185,33.553,40.767,53.765,57.29,61.203,86.508,97.405,84.19,70.342,34.365,31.019,24.13,22.592,22.606,33.077,38.914,29.06,40.396,41.188,40.829,40.932,35.819,31.088,29.729,27.48,39.469,36.83,35.654,33.431,38.207,28.602,35.153,42.248,50.201,53.252,57.967,58.639,53.25,59.447,57.239,66.161,67.47,66.577,74.254,59.419,63.567,61.305,44.279,40.177,50.597,68.624,72.161,76.033,77.904,71.882,82.117,92.443,98.054,85.436,91.792,103.659,110.973,102.069,115.283,128.604,136.639,153.41,193.268,211.724,223.567,234.015,249.822,272.516,271.118,223.455,238.539,190.525,226.483,202.646,171.023,180.867,201.066,188.145,191.45,173.331,164.533,164.104,137.093
CRM US  EQUITY,TOT_RETURN_INDEX_NET_DVDS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.0175,3.9075,4.235,3.7475,5.12,5.78,8.0125,9.0825,6.665,8.97,9.1125,10.705,10.715,12.83,15.6725,14.4675,17.0575,12.1,8.0025,8.1825,9.5425,14.2325,18.4425,18.6125,21.455,27.95,33,33.395,37.245,28.57,25.365,38.6275,34.565,38.1725,42.025,44.7075,38.18,51.91,55.19,57.09,58.08,57.53,59.31,66.81,69.63,69.43,78.4,73.83,79.41,71.33,68.46,82.49,86.6,93.42,102.23,116.3,136.4,159.03,136.97
